Publication Type,Authors,Author Full Name,Group Authors,Document Title,Publication Name,Book Series Title,Editor,Language,Document Type,Edition,Discipline,Research Areas,Author Keywords,Keywords Plus®,Abstract,Author Address,Publisher Address,Author's E-Mail,ResearcherID,ORCID Identifier,180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,Publisher Web Address,ISSN,ISBN,29-Character Source Abbreviation,ISO Source Abbreviation,Year Published,Publication Date,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Page Count,DOI,Document Delivery Number,PubMed ID,Open Access Indicator,Highly Cited Status,Hot Paper Status,Date of Export,Accession Number
J,"Bai, KX; Li, K; Shao, LQ; Li, XR; Liu, CS; Li, ZQ; Ma, ML; Han, D; Sun, YB; Zheng, Z; Li, RJ; Chang, NB; Guo, JP","Bai, Kaixu; Li, Ke; Shao, Liuqing; Li, Xinran; Liu, Chaoshun; Li, Zhengqiang; Ma, Mingliang; Han, Di; Sun, Yibing; Zheng, Zhe; Li, Ruijie; Chang, Ni-Bin; Guo, Jianping",,LGHAP v2: a global gap-free aerosol optical depth and PM2.5 concentration dataset since 2000 derived via big Earth data analytics,EARTH SYSTEM SCIENCE DATA,,,,Article,,,Physical Sciences - Other Topics,,"CHINA, IMPLEMENTATION, ALGORITHM, PRODUCTS, IMPACT","The Long-term Gap-free High-resolution Air Pollutants (LGHAP) concentration dataset generated in our previous study has provided spatially contiguous daily aerosol optical depth (AOD) and fine particulate matter (PM2.5) concentrations at a 1 km grid resolution in China since 2000. This advancement empowered unprecedented assessments of regional aerosol variations and their influence on the environment, health, and climate over the past 20 years. However, there is a need to enhance such a high-quality AOD and PM2.5 concentration dataset with new robust features and extended spatial coverage. In this study, we present version 2 of a global-scale LGHAP dataset (LGHAP v2), which was generated using improved big Earth data analytics via a seamless integration of versatile data science, pattern recognition, and machine learning methods. Specifically, multimodal AODs and air quality measurements acquired from relevant satellites, ground monitoring stations, and numerical models were harmonized by harnessing the capability of random-forest-based data-driven models. Subsequently, an improved tensor-flow-based AOD reconstruction algorithm was developed to weave the harmonized multisource AOD products together for filling data gaps in Multi-Angle Implementation of Atmospheric Correction (MAIAC) AOD retrievals from Terra. The results of the ablation experiments demonstrated better performance of the improved tensor-flow-based gap-filling method in terms of both convergence speed and data accuracy. Ground-based validation results indicated good data accuracy of this global gap-free AOD dataset, with a correlation coefficient (R) of 0.85 and a root mean square error (RMSE) of 0.14 compared to the worldwide AOD observations from the AErosol RObotic NETwork (AERONET), outperforming the purely reconstructed AODs (R = 0.83, RMSE = 0.15), but they were slightly worse than raw MAIAC AOD retrievals (R = 0.88, RMSE = 0.11). For PM2.5 concentration mapping, a novel deep-learning approach, termed the SCene-Aware ensemble learning Graph ATtention network (SCAGAT), was hereby applied. While accounting for the scene representativeness of data-driven models across regions, the SCAGAT algorithm performed better during spatial extrapolation, largely reducing modeling biases over regions with limited and/or even absent in situ PM2.5 concentration measurements. The validation results indicated that the gap-free PM2.5 concentration estimates exhibit higher prediction accuracies, with an R of 0.95 and an RMSE of 5.7 mu g m(-3), compared to PM2.5 concentration measurements obtained from former holdout sites worldwide. Overall, while leveraging state-of-the-art methods in data science and artificial intelligence, a quality-enhanced LGHAP v2 dataset was generated through big Earth data analytics by cohesively weaving together multimodal AODs and air quality measurements from diverse sources. The gap-free, high-resolution, and global coverage merits render the LGHAP v2 dataset an invaluable database for advancing aerosol- and haze-related studies as well as triggering multidisciplinary applications for environmental management, health-risk assessment, and climate change attribution. All gap-free AOD and PM2.5 concentration grids in the LGHAP v2 dataset, as well as the data user guide and relevant visualization codes, are publicly accessible at https://zenodo.org/communities/ecnu_lghap (last access: 3 April 2024, Bai and Li, 2023a).","[Bai, KX; Li, K; Shao, LQ; Li, XR; Liu, CS; Han, D; Sun, YB; Zheng, Z; Li, RJ] East China Normal Univ, Sch Geog Sci, Key Lab Geog Informat Sci, Minist Educ, Shanghai 200241, Peoples R China; [Bai, KX] Inst Eco Chongming, 20 Cuiniao Rd, Shanghai 202162, Peoples R China; [Li, ZQ] Chinese Acad Sci, Aerosp Informat Res Inst, State Environm Protect Key Lab Satellite Remote S, Beijing 100101, Peoples R China; [Ma, ML] Shandong Jianzhu Univ, Sch Surveying & Geoinformat, Jinan 250101, Peoples R China; [Chang, NB] Univ Cent Florida, Dept Civil Environm & Construction Engn, Orlando, FL USA; [Guo, JP] Chinese Acad Meteorol Sci, State Key Lab Severe Weather, Beijing, Peoples R China","Bai, KX (corresponding author), East China Normal Univ, Sch Geog Sci, Key Lab Geog Informat Sci, Minist Educ, Shanghai 200241, Peoples R China.; Bai, KX (corresponding author), Inst Eco Chongming, 20 Cuiniao Rd, Shanghai 202162, Peoples R China.; Guo, JP (corresponding author), Chinese Acad Meteorol Sci, State Key Lab Severe Weather, Beijing, Peoples R China.",kxbai@geo.ecnu.edu.cn; jpguocams@gmail.com,,,,,,,,,,,,,2024,MAY,16,5,,,,2425,2448,,10.5194/essd-16-2425-2024,,,,,,2026-04-23,CCC:001230032200001
J,"Franklin, M; Chau, K; Kalashnikova, OV; Garay, MJ; Enebish, T; Sorek-Hamer, M","Franklin, Meredith; Chau, Khang; Kalashnikova, Olga V.; Garay, Michael J.; Enebish, Temuulen; Sorek-Hamer, Meytar",,Using Multi-Angle Imaging SpectroRadiometer Aerosol Mixture Properties for Air Quality Assessment in Mongolia,REMOTE SENSING,,,,Article,,,Physical Sciences - Other Topics,"MISR, aerosol optical depth, aerosol types, air pollution, particulate matter, machine learning","PARTICULATE MATTER CONCENTRATIONS, OPTICAL DEPTH, SOUTHERN CALIFORNIA, MISR, ULAANBAATAR, AERONET, RETRIEVAL, POLLUTION, REGION, URBAN","Ulaanbaatar (UB), the capital city of Mongolia, has extremely poor wintertime air quality with fine particulate matter concentrations frequently exceeding 500 mu g/m(3), over 20 times the daily maximum guideline set by the World Health Organization. Intensive use of sulfur-rich coal for heating and cooking coupled with an atmospheric inversion amplified by the mid-continental Siberian anticyclone drive these high levels of air pollution. Ground-based air quality monitoring in Mongolia is sparse, making use of satellite observations of aerosol optical depth (AOD) instrumental for characterizing air pollution in the region. We harnessed data from the Multi-angle Imaging SpectroRadiometer (MISR) Version 23 (V23) aerosol product, which provides total column AOD and component-particle optical properties for 74 different aerosol mixtures at 4.4 km spatial resolution globally. To test the performance of the V23 product over Mongolia, we compared values of MISR AOD with spatially and temporally matched AOD from the Dalanzadgad AERONET site and find good agreement (correlation r = 0.845, and root-mean-square deviation RMSD = 0.071). Over UB, exploratory principal component analysis indicates that the 74 MISR AOD mixture profiles consisted primarily of small, spherical, non-absorbing aerosols in the wintertime, and contributions from medium and large dust particles in the summertime. Comparing several machine learning methods for relating the 74 MISR mixtures to ground-level pollutants, including particulate matter with aerodynamic diameters smaller than 2.5 mu m (PM2.5) and 10 mu m (PM10), as well as sulfur dioxide (SO2), a proxy for sulfate particles, we find that Support Vector Machine regression consistently has the highest predictive performance with median test R-2 for PM2.5, PM10, and SO2 equal to 0.461, 0.063, and 0.508, respectively. These results indicate that the high-dimensional MISR AOD mixture set can provide reliable predictions of air pollution and can distinguish dominant particle types in the UB region.","[Franklin, M; Chau, K; Enebish, T] Univ Southern Calif, Los Angeles, CA 90032 USA; [Kalashnikova, OV; Garay, MJ] CALTECH, NASA, Jet Prop Lab, Pasadena, CA 91109 USA; [Sorek-Hamer, M] NASA, Ames Res Ctr, Moffett Field, Mountain View, CA 94035 USA","Franklin, M (corresponding author), Univ Southern Calif, Los Angeles, CA 90032 USA.",meredith.franklin@usc.edu; khang.chau@usc.edu; olga.kalashnikova@jpl.nasa.gov; michael.j.garay@jpl.nasa.gov; enebish@usc.edu; meytar.sorekhamer@.nasa.gov,,,,,,,,,,,,,2018,AUG,10,8,,,,1317,1317,,,,,,,,2026-04-23,CCC:000443618100156
J,"Nabavi, SO; Haimberger, L; Abbasi, E","Nabavi, Seyed Omid; Haimberger, Leopold; Abbasi, Esmail",,"Assessing PM2.5 concentrations in Tehran, Iran, from space using MAIAC, deep blue, and dark target AOD and machine learning algorithms",ATMOSPHERIC POLLUTION RESEARCH,,,,Article,,,Environmental Sciences & Ecology,"MAIAC AOD, DB_DT AOD, Vertical distribution of aerosols, Fine particulate matters, Machine learning algorithms","AEROSOL OPTICAL DEPTH, PARTICULATE MATTER, AIR-POLLUTION, UNITED-STATES, LAYER HEIGHT, WEST ASIA, MODIS, PREDICTION, MODELS, CHINA","This study aims to explore the spatial estimation of fine particulate matter (PM2.5) using 10-km merged dark target and deep blue (DB_DT) Aerosol Optical Depth (AOD) and 1-km Multi-Angle Implementation of Atmospheric Correction (MAIAC) AOD over Tehran. The ability of four Machine Learning Algorithms (MLAs) to predict PM2.5 concentrations is also investigated. Results show that the association of satellite AOD with surface PM significantly increases after considering the contribution of relative humidity in PM mass concentration and normalization of AOD to Planetary boundary layer height (PBLH). The examination of derived aerosol layer height (ALH) from 159 Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation (CALIPSO) profiles shows that PBLH could successfully represent the top of aerosol-laden layers. Surprisingly, the highest correlation was found between normalized 10-km DB_DT AOD and corrected PM2.5 measurements. Consequently, random forest (RF) fed by this AOD product has yielded the best performance (R-2 = 0.68, RMSE = 17.52 and MRE = 27.46%). Importance analysis of variables reveals that DB_DT and meteorological fields are of highest and least importance among selected variables, respectively. The RF performance is less satisfactory during summer which is assumed to be caused by the omission of unknown features representing the formation of secondary aerosols. The inferior accuracy of estimation in the north and east of Tehran is also linked to lacking features which could feed the transportation of PM(2.5 )from west to the east of the study area into MLAs.","[Nabavi, SO; Haimberger, L] Univ Vienna, Dept Meteorol & Geophys, Vienna, Austria; [Abbasi, E] Persian Gulf Univ, Dept Environm Studies, Bushehr, Iran","Nabavi, SO (corresponding author), Univ Vienna, Dept Meteorol & Geophys, Vienna, Austria.",seyed.omid.nabavi@univie.ac.at,,,,,,,,,,,,,2019,MAY,10,3,,,,889,903,,10.1016/j.apr.2018.12.017,,,,,,2026-04-23,CCC:000466482900024
J,"Lu, H; Xie, M; Liu, BJ; Zhou, JY; Chen, ST; Jiang, JY; Zhuang, BL; Ma, DY; Zhan, YZH","Lu, Hua; Xie, Min; Liu, Bojun; Zhou, Junyao; Chen, Shitong; Jiang, Jinyue; Zhuang, Bingliang; Ma, Danyang; Zhan, Yangzhihao",,"The mismatch between PM2.5 exposure and related health burden during 2000-2023 in the Sichuan Basin, China",ENVIRONMENT INTERNATIONAL,,,,Article,,,Environmental Sciences & Ecology,"Air pollution, SRGAN, CNN-LSTM, High-resolution PM 2.5, Long-term health burden, Population aging, post-COVID","AEROSOL OPTICAL DEPTH, GROUND-LEVEL PM2.5, AIR-POLLUTION, AMBIENT PM2.5, SATELLITE, IMPACTS, QUALITY, DEATHS, TRENDS","Sichuan Basin (SCB) is a critical region in China facing the dual pressures of air pollution and population aging. This study constructed high resolution (1 km) PM2.5 datasets for SCB using advanced machine learning approaches - Super Resolution Generative Adversarial Networks (SRGAN) and Convolutional Neural Network Long Short-Term Memory (CNN-LSTM). Evaluation results demonstrate good performance of the machine learning model (SRGAN: R2 = 0.93, RMSE = 0.08; CNN-LSTM: R2 = 0.93, RMSE = 9.79 mu g/m3). Our analysis reveals distinct temporal patterns in PM2.5 exposure and related public health burdens (PHB), closely tied to major policy interventions including the 11th Five-Year Plan (2006), Clean Air Action (2013), and COVID-19 lockdown (2020). While PM2.5 exposure followed a rise-slight fall-rapid fall-stable pattern, PHB exhibited a mismatched dynamics as rise-slight rise-fall-rebound with the variation rates of +28.2, +7.1 %, -23.9 % and 27.9 %. PHB in SCB grew by 33.9 % from 2000 to 2023, with Chengdu contributing 49.8 % to the total burden. Population aging led to 62.2 % increase in PHB and substantially offsetting gains from pollution control measures. Before the COVID-19 breakout, stable decrease baseline mortality rate (BMR) helped alleviated PHB with -3.1 %, -4.8 % and -9.4 % in three stages. But during the post-COVID period, increase BMR begun to contribute to the rise in PHB. These findings underscore the urgent need for integrated policy approaches that simultaneously address air quality management and aging-related health vulnerabilities, particularly in urban centers where pollution and population density converge. Effective mitigation will require sustained, coordinated efforts across environmental and public health sectors to counteract the compounding effects of demographic change and environmental degradation. Synopsis: Population aging and mortality rate variations caused the mismatch between PM2.5 exposure and health burden during 2000-2023 in Sichuan Basin.","[Xie, M; Chen, ST; Ma, DY] Nanjing Normal Univ, Sch Environm, Nanjing 210023, Peoples R China; [Lu, H] Chongqing Inst Meteorol Sci, Chongqing 401147, Peoples R China; [Lu, H; Zhuang, BL; Zhan, YZH] Nanjing Univ, Sch Atmospher Sci, Nanjing 210023, Peoples R China; [Liu, BJ] Chongqing Meteorol Observ, Chongqing 401147, Peoples R China; [Zhou, JY] Xian Jiaotong Liverpool Univ, Int Business Sch Suzhou, Suzhou 215123, Peoples R China; [Jiang, JY] Chongqing Med Univ, Affiliated Hosp 1, Chongqing 400010, Peoples R China","Xie, M (corresponding author), Nanjing Normal Univ, Sch Environm, Nanjing 210023, Peoples R China.",minxie@njnu.edu.cn,,,,,,,,,,,,,2025,SEP,203,,,,,9766,9766,,10.1016/j.envint.2025.109766,,,,,,2026-04-23,CCC:001571461800005
J,"Narkhede, G; Hiwale, A","Narkhede, Gaurav; Hiwale, Anil",,Deep learning approach to forecast air pollution based on novel hourly index,PHYSICA SCRIPTA,,,,Article,,,Physics,"deep learning, computational physics, atmospheric physics, multivariate time series, LSTM, data pre-processing, anomaly detection","PM2.5, MODEL","Air pollution is a pressing concern that the entire world is striving to combat. Among air pollutants, particulate matter poses a significant threat to human health. The Sustainable Development Goals (SGD3, SGD7 and SGD11) include initiatives to address air pollution. Two innovative methods are proposed in this research to predict the PM2.5 concentration in advance. While multivariate time series prediction models typically employ multiple features as inputs, this research reduces the number of inputs, which makes the proposed combination of approaches simple and effective. The approaches involve the development of two new indexing methods, namely, the Hourly Relative Mean Index and the Hourly Weighted Index. This research offers innovative hybrid deep learning models that incorporate the newly developed indices, Long Short Term Memory (LSTM) models, and robust preprocessing techniques. Multivariate Isolation Forest Relative Index Bidirectional LSTM and Multivariate Isolation Forest Weighted Index LSTM methods are used to forecast PM2.5 concentration for an hourly time frame. Further, Multivariate Isolation Forest Relative Index LSTM and Multivariate Isolation Forest Weighted Index LSTM methods are used to forecast PM2.5 concentration 48 h ahead. The study establishes that the proposed combination of approaches outperform traditional ways to achieve superior performance with reduced complexities requiring fewer inputs for predictions.","[Narkhede, G; Hiwale, A] Dr Vishwanath Karad MIT World Peace Univ, Sch Elect & Commun Engn, Pune 411038, Maharashtra, India","Narkhede, G; Hiwale, A (corresponding author), Dr Vishwanath Karad MIT World Peace Univ, Sch Elect & Commun Engn, Pune 411038, Maharashtra, India.",ggnarkhede9@gmail.com; anil.hiwale@mitwpu.edu.in,,,,,,,,,,,,,2023,SEP,98,9,,,,NIL_1,NIL_16,,10.1088/1402-4896/acf008,,,,,,2026-04-23,CCC:001053925600001
J,"Amangeldy, B; Tasmurzayev, N; Imankulov, T; Imanbek, B; Wójcik, W; Nurakhov, Y","Amangeldy, Bibars; Tasmurzayev, Nurdaulet; Imankulov, Timur; Imanbek, Baglan; Wojcik, Waldemar; Nurakhov, Yedil",,A Hybrid Machine Learning Approach for High-Accuracy Energy Consumption Prediction Using Indoor Environmental Quality Sensors,ENERGIES,,,,Article,,,Engineering; Energy & Fuels,"energy consumption, building energy management, machine learning, predictive modeling, indoor environmental quality (IEQ), support vector regression (SVR), hybrid models, smart buildings","THERMAL COMFORT OPTIMIZATION, OCCUPANT BEHAVIOR, SMART BUILDINGS, EMISSIONS, SIMULATION, MICROGRIDS, MANAGEMENT, DEMAND, MODELS, IMPACT","Accurate forecasting of energy consumption in buildings is essential for achieving energy efficiency and reducing carbon emissions. However, many existing models rely on limited input variables and overlook the complex influence of indoor environmental quality (IEQ). In this study, we assess the performance of hybrid machine learning ensembles for predicting hourly energy demand in a smart office environment using high-frequency IEQ sensor data. Environmental variables including carbon dioxide concentration (CO2), particulate matter (PM2.5), total volatile organic compounds (TVOCs), noise levels, humidity, and temperature were recorded over a four-month period. We evaluated two ensemble configurations combining support vector regression (SVR) with either Random Forest or LightGBM as base learners and Ridge regression as a meta-learner, alongside single-model baselines such as SVR and artificial neural networks (ANN). The SVR combined with Random Forest and Ridge regression demonstrated the highest predictive performance, achieving a mean absolute error (MAE) of 1.20, a mean absolute percentage error (MAPE) of 8.92%, and a coefficient of determination (R2) of 0.82. Feature importance analysis using SHAP values, together with non-parametric statistical testing, identified TVOCs, humidity, and PM2.5 as the most influential predictors of energy use. These findings highlight the value of integrating high-resolution IEQ data into predictive frameworks and demonstrate that such data can significantly improve forecasting accuracy. This effect is attributed to the direct link between these IEQ variables and the activation of energy-intensive systems; fluctuations in humidity drive HVAC energy use for dehumidification, while elevated pollutant levels (TVOCs, PM2.5) trigger increased ventilation to maintain indoor air quality, thus raising the total energy load.","[Amangeldy, B; Tasmurzayev, N; Imankulov, T; Nurakhov, Y] LLP DigitAlem, Alma Ata 050042, Kazakhstan; [Amangeldy, B; Tasmurzayev, N; Imankulov, T; Imanbek, B; Nurakhov, Y] Al Farabi Kazakh Natl Univ, Fac Informat Technol, Alma Ata 050040, Kazakhstan; [Wójcik, W] Politech Lubelska, Inst Elect & Informat Technol, PL-20618 Lublin, Poland","Tasmurzayev, N; Imankulov, T (corresponding author), LLP DigitAlem, Alma Ata 050042, Kazakhstan.; Tasmurzayev, N; Imankulov, T (corresponding author), Al Farabi Kazakh Natl Univ, Fac Informat Technol, Alma Ata 050040, Kazakhstan.",bibars.amangeldy@ieee.org; tasmurzayev.n@gmail.com; timur.imankulov@kaznu.edu.kz; imanbek.baglan@kaznu.kz; waldemar.wojcik@pollub.pl; y.nurakhov@gmail.com,,,,,,,,,,,,,2025,AUG,18,15,,,,4164,4164,,10.3390/en18154164,,,,,,2026-04-23,CCC:001548801200001
J,"Cai, K; Zhang, XS; Zhang, M; Ge, Q; Li, SS; Qiao, BJ; Liu, Y","Cai, Kun; Zhang, Xusheng; Zhang, Ming; Ge, Qiang; Li, Shenshen; Qiao, Baojun; Liu, Yang",,"Improving air pollutant prediction in Henan Province, China, by enhancing the concentration prediction accuracy using autocorrelation errors and an Informer deep learning model",SUSTAINABLE ENVIRONMENT RESEARCH,,,,Article,,,Environmental Sciences & Ecology; Energy & Fuels; Engineering,"Air pollutant forecast, Missing time series data supplement, Deep learning, Informer, Autocorrelated Errors","NEURAL-NETWORK, QUALITY, SATELLITE, EPISODES, TIANJIN, CITIES, NO2","Air pollution is an important issue affecting sustainable development in China, and accurate air quality prediction has become an important means of air pollution control. At present, traditional methods, such as deterministic and statistical approaches, have large prediction errors and cannot provide effective information to prevent the negative effects of air pollution. Therefore, few existing methods could obtain accurate air pollutant time series predictions. To this end, a deep learning-based air pollutant prediction method, namely, the autocorrelation error-Informer (AE-Informer) model, is proposed in this study. The model implements the AE based on the Informer model. The AE-Informer model is used to predict the hourly concentrations of multiple air pollutants, including PM10, PM2.5, NO2, and O-3. The experimental results show that the mean absolute error (MAE) and root mean square error (RMSE) values of AE-Informer in multivariate prediction are 3% less than those of the Informer model; thus, the prediction error is effectively reduced. In addition, a stacking ensemble model is proposed to supplement the missing air pollutant time series data. This study uses Henan Province in China as an example to test the validity of the proposed methodology.","[Cai, K; Zhang, XS; Ge, Q; Qiao, BJ; Liu, Y] Henan Univ, Sch Comp & Informat Engn, Kaifeng 475004, Peoples R China; [Cai, K; Zhang, M] Henan Environm Monitoring Ctr, Henan Key Lab Spatial Informat Applicat Ecoenviron, Zhengzhou 450007, Peoples R China; [Zhang, M] China Elect Technol Grp Corp, Res Inst 27, Zhengzhou 450007, Peoples R China; [Ge, Q; Qiao, BJ] Henan Univ, Henan Key Lab Big Data Anal & Proc, Kaifeng 475004, Peoples R China; [Ge, Q; Qiao, BJ; Liu, Y] Henan Univ, Henan Engn Lab Spatial Informat Proc, Kaifeng 475004, Peoples R China; [Li, SS] Chinese Acad Sci, Aerosp Informat Res Inst, State Key Lab Remote Sensing Sci, Beijing 100101, Peoples R China; [Liu, Y] Henan Univ, Shenzhen Res Inst, Shenzhen 518000, Peoples R China","Ge, Q (corresponding author), Henan Univ, Sch Comp & Informat Engn, Kaifeng 475004, Peoples R China.; Ge, Q (corresponding author), Henan Univ, Henan Key Lab Big Data Anal & Proc, Kaifeng 475004, Peoples R China.; Ge, Q (corresponding author), Henan Univ, Henan Engn Lab Spatial Informat Proc, Kaifeng 475004, Peoples R China.",gqhenu@126.com,,,,,,,,,,,,,2023,APR,33,1,,,,13,13,,10.1186/s42834-023-00175-w,,,,,,2026-04-23,CCC:000968735300001
J,"Fabregat, A; Vázquez, L; Vernet, A","Fabregat, Alexandre; Vazquez, Lluis; Vernet, Anton",,Using Machine Learning to estimate the impact of ports and cruise ship traffic on urban air quality: The case of Barcelona,ENVIRONMENTAL MODELLING & SOFTWARE,,,,Article,,,Environmental Sciences & Ecology,"Urban air pollution, Cruise ships, Generalized boosted regression models, Machine learning","MODELING SYSTEM, EMISSIONS, DISPERSION, POLLUTION, IDENTIFICATION, POLLUTANTS, HARBOR, PM2.5, PM10, LINE","Maritime activity is known to increase pollutant concentration levels in neighboring cities. In major touristic destinations, the singular need of cruise liners to keep supplying energy to on-board services and amenities while docked, has raised concerns about this industry contribution to pollutant emissions. To estimate the impact of port activities and that exclusively due to cruises, classical approaches would rely on atmospheric dispersion models. Although these tools retain the underlying physics, lack of details on background flow state and emission inventories limits their predictive capabilities. Using historical data on pollutant concentration, meteorology and traffic intensity at specific locations across the city of Barcelona, it was found that predictions of local pollutant concentration by the present Machine Learning tool are more accurate than those provided by the CALIOPEUrban-v1.0 in our test cases. Estimated air quality impact due to cruise ships is shown to be limited in comparison to overall Port effects.","[Fabregat, A; Vázquez, L; Vernet, A] Univ Rovira & Virgili, Dept Mech Engn, Ave Paisos Catalans 26, Tarragona 43007, Spain","Fabregat, A (corresponding author), Univ Rovira & Virgili, Dept Mech Engn, Ave Paisos Catalans 26, Tarragona 43007, Spain.",alexandre.fabregat@urv.cat; lluis.vazquez@urv.cat; anton.vernet@urv.cat,,,,,,,,,,,,,2021,MAY,139,,,,,4995,4995,,10.1016/j.envsoft.2021.104995,,,,,,2026-04-23,CCC:000641409100004
J,"Hofman, J; Do, TH; Qin, XN; Bonet, ER; Philips, W; Deligiannis, N; La Manna, VP","Hofman, Jelle; Tien Huu Do; Qin, Xuening; Bonet, Esther Rodrigo; Philips, Wilfried; Deligiannis, Nikos; La Manna, Valerio Panzica",,Spatiotemporal air quality inference of low-cost sensor data: Evidence from multiple sensor testbeds,ENVIRONMENTAL MODELLING & SOFTWARE,,,,Article,,,Environmental Sciences & Ecology,"IoT, Urban, Air quality, Mobile, Sensors, Machine learning","BLACK CARBON, ULTRAFINE PARTICLES, CYCLIST EXPOSURE, URBAN ROUTES, POLLUTION, ANTWERP, PM2.5, PM10, UFP","Recent advances in sensor and IoT technologies allow for denser and mobile air quality measurements. These measurements are still spatiotemporally sparse at city-level, but can be interpolated using data-driven techniques. This work presents validation results of two machine-learning models to infer air quality sensor data in both space and time. Temporal validation exercises are performed at available regulatory monitoring stations following the FAIRMODE protocol. Both models show scalable to different mobile datasets with comparable prediction performance for PM2.5 (R-2 = 0.68-0.75, MAE = 2.99-2.82 mu g m(- 3)) and NO2 (R-2 = 0.8-0.82, MAE = 8.81-9.83 mu gm(- 3)) in Utrecht and Antwerp. In Oakland (Atlanta), we observed a lower performance for NO2 (R-2 = 0.46-0.41, MAE = 4.06-5.07) and BC (R-2 = 0.31-0.28, MAE = 0.48-0.27), likely caused by the less representative monitoring coverage. Although comparable in terms of prediction performance, the Geographical Random Forest (GRF) model seems to achieve slightly better accuracies, while the correlations are typically higher for the Air Variational Graph Autoencoder (AVGAE) model. This work demonstrates the potential of data driven techniques for spatiotemporal air quality inference of complementary sensor data. The observed performance metrics approach current state-of-the-art chemical transport models in terms of performance while needing much lower resources, computational power, infrastructure and processing time.","[Hofman, J; La Manna, VP] Imec Netherlands, High Tech Campus 31, NL-5656 Eindhoven, Netherlands; [Hofman, J] Flemish Inst Technol Res VITO, Boeretang 200, B-2400 Mol, Belgium; [Do, TH; Bonet, ER; Deligiannis, N] Vrije Univ Brussel, Dept Elect & Informat, Pl Laan 2, B-1050 Brussels, Belgium; [Qin, XN; Philips, W] Univ Ghent, Dept Telecommun & Informat Proc, Imec TELIN IPI, Sint Pietersnieuwstr 25, B-9000 Ghent, Belgium; [Do, TH; Qin, XN; Bonet, ER; Philips, W; Deligiannis, N] IMEC, Kapeldreef 75, B-3001 Leuven, Belgium","Hofman, J (corresponding author), Flemish Inst Technol Res VITO, Boeretang 200, B-2400 Mol, Belgium.",jelle.hofman@vito.be,,,,,,,,,,,,,2022,MAR,149,,,,,5306,5306,,10.1016/j.envsoft.2022.105306,,,,,,2026-04-23,CCC:000787071900003
J,"Huang, CW; Niu, T; Wang, TJ; Ma, CQ; Li, MM; Li, R; Wu, H; Qu, YW; Liu, HL; Liu, X","Huang, Congwu; Niu, Tao; Wang, Tijian; Ma, Chaoqun; Li, Mengmeng; Li, Rong; Wu, Hao; Qu, Yawei; Liu, Hongli; Liu, Xu",,3DVar sectoral emission inversion based on source apportionment and machine learning,ENVIRONMENTAL POLLUTION,,,,Article,,,Environmental Sciences & Ecology,"Sectoral emission inversion, 3DVar, Machine learning, CMAQ, PM 2.5 and O 3","SURFACE OZONE, SIGNIFICANT INCREASE, CHINA, IMPLEMENTATION, UNCERTAINTIES, ATMOSPHERE, MORTALITY, MODELS, URBAN, NOX","Air quality models are increasingly important in air pollution forecasting and control. Sectoral emissions significantly impact the accuracy of air quality models and source apportionment. This paper studied the 3DVar (three-dimensional variational) emission inversion method, which is based on machine learning, and then expanded it to sectoral emission inversion combined with source apportionment. Two machine learning conversion matrices were established to implement this method: a matrix that converts the total pollutant concentration to sectoral source apportionment results and a matrix that converts the sectoral source apportionment results to corresponding emissions. Combined with the O3 (ozone) concentration contributed by VOCs (volatile organic compounds) and NOx (nitrogen oxides) precursors in source apportionment, the inversion ability for O3-NOx-VOCs nonlinear processes was improved. Taking the BTH (Beijing-Tianjin-Hebei) region from January 15 to 30, 2019, as an example, the results revealed that the regional errors of PM2.5 and O3 in the inversion experiment were reduced by 47% and 45%, respectively, and the temporal errors were reduced by 44% and 16%, respectively.","[Huang, CW; Li, R; Liu, X] Hubei Univ, Fac Resources & Environm Sci, Wuhan 430062, Peoples R China; [Huang, CW; Wang, TJ; Ma, CQ; Li, MM] Nanjing Univ, Sch Atmospher Sci, Nanjing 210023, Peoples R China; [Huang, CW; Niu, T; Liu, HL] Chinese Acad Meteorol Sci, State Key Lab Severe Weather, Beijing 100081, Peoples R China; [Huang, CW; Niu, T; Liu, HL] Chinese Acad Meteorol Sci, Key Lab Atmospher Chem, CMA, Beijing 100081, Peoples R China; [Wu, H] Nanjing Joint Inst Atmospher Sci, Key Lab Transportat Meteorol China Meteorol Adm, Nanjing 210041, Peoples R China; [Qu, YW] Jinling Inst Technol, Coll Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China","Wang, TJ (corresponding author), Nanjing Univ, Sch Atmospher Sci, Nanjing 210023, Peoples R China.",tjwang@nju.edu.cn,,,,,,,,,,,,,2024,DEC,363,,1,,,25140,25140,,10.1016/j.envpol.2024.125140,,,,,,2026-04-23,CCC:001352991100001
